Monster;Reference_to_boss_images;Tier;Type;HasSlayerRequirement;RequiresGroup;Combat_achievement_name;Description
The Hueycoatl;The_Hueycoatl; Elite;Perfection;No;No;Perfect Hueycoatl;Kill the Hueycoatl perfectly 5 times without leaving. To get a perfect kill, you must not take any avoidable damage from the Hueycoatl's lightning attack, tail slam attack or off-prayer projectile attacks.
The Hueycoatl;The_Hueycoatl; Master;Speed;No;Yes;Hueycoatl Speed-Chaser;Kill the Hueycoatl in 2:30 with five or fewer players.
The Hueycoatl;The_Hueycoatl; Master;Restriction;No;No;Is it a bird?;Kill the Hueycoatl using only dragonbane weaponry.
The Hueycoatl;The_Hueycoatl; Grandmaster;Speed;No;Yes;Hueycoatl Speed-Runner;Kill the Hueycoatl in 2:30 with three or fewer players.
The Mimic;The_Mimic; Elite;Kill Count;No;No;Mimic Veteran;Kill the Mimic once.
The Nightmare;The_Nightmare; Hard;Kill Count;No;No;Nightmare Adept;Kill The Nightmare once.
The Nightmare;The_Nightmare; Elite;Speed;No;No;Nightmare (Solo) Speed-Trialist;Defeat the Nightmare (Solo) in less than 23 minutes.
The Nightmare;The_Nightmare; Elite;Speed;No;Yes;Nightmare (5-Scale) Speed-Trialist;Defeat the Nightmare (5-scale) in less than 5 minutes.
The Nightmare;The_Nightmare; Elite;Kill Count;No;No;Nightmare Veteran;Kill The Nightmare 25 times.
The Nightmare;The_Nightmare; Elite;Mechanical;No;No;Explosion!;Kill two Husks at the same time.
The Nightmare;The_Nightmare; Elite;Restriction;No;No;Sleep Tight;Kill the Nightmare solo.
The Nightmare;The_Nightmare; Master;Speed;No;No;Nightmare (Solo) Speed-Chaser;Defeat the Nightmare (Solo) in less than 19 minutes.
The Nightmare;The_Nightmare; Master;Speed;No;Yes;Nightmare (5-Scale) Speed-Chaser;Defeat the Nightmare (5-scale) in less than 4 minutes.
The Nightmare;The_Nightmare; Master;Kill Count;No;No;Nightmare Master;Kill The Nightmare 50 times.
The Nightmare;The_Nightmare; Master;Perfection;No;No;Perfect Nightmare;Kill the Nightmare without any player taking damage from the following attacks: Nightmare rifts, an un-cured parasite explosion, Corpse flowers or the Nightmare's Surge. Also, no player can take damage off prayer or have their attacks slowed by the Nightmare spores.
The Nightmare;The_Nightmare; Grandmaster;Speed;No;Yes;Nightmare (5-Scale) Speed-Runner;Defeat the Nightmare (5-scale) in less than 3:30 minutes.
The Nightmare;The_Nightmare; Grandmaster;Mechanical;No;No;Terrible Parent;Kill the Nightmare solo without the Parasites healing the boss for more than 100 health.
The Nightmare;The_Nightmare; Grandmaster;Speed;No;No;Nightmare (Solo) Speed-Runner;Defeat the Nightmare (Solo) in less than 16 minutes.
The Nightmare;The_Nightmare; Grandmaster;Restriction;No;No;A Long Trip;Kill the Nightmare without any player losing any prayer points.
Theatre of Blood;Theatre_of_Blood; Elite;Kill Count;No;No;Theatre of Blood Veteran;Complete the Theatre of Blood 25 times.
Theatre of Blood;Theatre_of_Blood; Master;Restriction;No;No;Can You Dance?;Kill Xarpus without anyone in the team using a ranged or magic weapon.
Theatre of Blood;Theatre_of_Blood; Master;Mechanical;No;No;Pop It;Kill Verzik without any Nylocas being frozen and without anyone taking damage from the Nylocas.
Theatre of Blood;Theatre_of_Blood; Master;Speed;No;Yes;Theatre (5-Scale) Speed-Chaser;Complete the Theatre of Blood (5-scale) in less than 16 minutes.
Theatre of Blood;Theatre_of_Blood; Master;Perfection;No;Yes;Perfect Bloat;Kill the Pestilent Bloat without anyone in the team taking damage from the following sources: Pestilent flies, Falling body parts or The Pestilent Bloats stomp attack.
Theatre of Blood;Theatre_of_Blood; Master;Perfection;No;Yes;Perfect Nylocas;Kill the Nylocas Vasilias without anyone in the team attacking any Nylocas with the wrong attack style, without letting a pillar collapse and without getting hit by any of the Nylocas Vasilias attacks whilst off prayer.
Theatre of Blood;Theatre_of_Blood; Master;Speed;No;Yes;Theatre (4-Scale) Speed-Chaser;Complete the Theatre of Blood (4-scale) in less than 17 minutes.
Theatre of Blood;Theatre_of_Blood; Master;Perfection;No;No;Perfect Xarpus;Kill Xarpus without anyone in the team taking any damage from Xarpus' attacks and without letting an exhumed heal Xarpus more than twice.
Theatre of Blood;Theatre_of_Blood; Master;Perfection;No;No;Perfect Sotetseg;Kill Sotetseg without anyone in the team stepping on the wrong tile in the maze, without getting hit by the tornado and without taking any damage from Sotetseg's attacks whilst off prayer.
Theatre of Blood;Theatre_of_Blood; Master;Restriction;No;No;Back in My Day...;Complete the Theatre of Blood without any member of the team equipping a Scythe of Vitur.
Theatre of Blood;Theatre_of_Blood; Master;Perfection;No;No;Perfect Verzik;Defeat Verzik Vitur without anyone in the team taking damage from Verzik Vitur's attacks other than her spider form's correctly prayed against regular magical and ranged attacks.
Theatre of Blood;Theatre_of_Blood; Master;Perfection;No;No;Perfect Maiden;Kill The Maiden of Sugadinti without anyone in the team taking damage from the following sources: Blood Spawn projectiles and Blood Spawn trails. Also, without taking damage off prayer and without letting any of the Nylocas Matomenos heal The Maiden.
Theatre of Blood;Theatre_of_Blood; Master;Restriction;No;No;Can't Drain This;Kill The Maiden of Sugadinti without anyone in the team losing any prayer points.
Theatre of Blood;Theatre_of_Blood; Master;Speed;No;Yes;Theatre (Trio) Speed-Chaser;Complete the Theatre of Blood (Trio) in less than 20 minutes.
Theatre of Blood;Theatre_of_Blood; Master;Mechanical;No;No;A Timely Snack;Kill Sotetseg after surviving at least 3 ball attacks without sharing the damage and without anyone dying throughout the fight.
Theatre of Blood;Theatre_of_Blood; Master;Mechanical;No;No;Two-Down;Kill the Pestilent Bloat before he shuts down for the third time.
Theatre of Blood;Theatre_of_Blood; Master;Kill Count;No;No;Theatre of Blood Master;Complete the Theatre of Blood 75 times.
Theatre of Blood;Theatre_of_Blood; Grandmaster;Speed;No;Yes;Theatre (Trio) Speed-Runner;Complete the Theatre of Blood (Trio) in less than 17 minutes and 30 seconds.
Theatre of Blood;Theatre_of_Blood; Grandmaster;Speed;No;Yes;Theatre (4-Scale) Speed-Runner;Complete the Theatre of Blood (4-scale) in less than 15 minutes.
Theatre of Blood;Theatre_of_Blood; Grandmaster;Restriction;No;No;Morytania Only;Complete the Theatre of Blood without any member of the team equipping a non-barrows weapon (except Dawnbringer).
Theatre of Blood;Theatre_of_Blood; Grandmaster;Speed;No;Yes;Theatre (5-Scale) Speed-Runner;Complete the Theatre of Blood (5-scale) in less than 14 minutes and 15 seconds.
Theatre of Blood;Theatre_of_Blood; Grandmaster;Speed;No;Yes;Theatre (Duo) Speed-Runner;Complete the Theatre of Blood (Duo) in less than 26 minutes.
Theatre of Blood;Theatre_of_Blood; Grandmaster;Perfection;No;Yes;Perfect Theatre;"Complete the Theatre of Blood without anyone dying through any means and whilst everyone in the team completes the following Combat Achievement tasks in a single run: ""Perfect Maiden"", ""Perfect Bloat"", ""Perfect Nylocas"", ""Perfect Sotetseg"", ""Perfect Xarpus"" and ""Perfect Verzik""."
Theatre of Blood;Theatre_of_Blood; Grandmaster;Kill Count;No;No;Theatre of Blood Grandmaster;Complete the Theatre of Blood 150 times.
Theatre of Blood: Entry Mode;Theatre_of_Blood; Hard;Kill Count;No;No;Theatre of Blood: SM Adept;Complete the Theatre of Blood: Entry Mode 1 time.
Theatre of Blood: Entry Mode;Theatre_of_Blood; Elite;Mechanical;No;No;Chally Time;Defeat the Pestilent Bloat in the Theatre of Blood: Entry Mode by using a halberd special attack as your final attack.
Theatre of Blood: Entry Mode;Theatre_of_Blood; Elite;Mechanical;No;No;Don't Look at Me!;Kill Xarpus in the Theatre of Blood: Entry Mode without him reflecting any damage to anyone.
Theatre of Blood: Entry Mode;Theatre_of_Blood; Elite;Mechanical;No;No;Pass It On;In the Theatre of Blood: Entry Mode, successfully pass on the green ball to a team mate.
Theatre of Blood: Entry Mode;Theatre_of_Blood; Elite;Mechanical;No;Yes;Just To Be Safe;Defeat Sotetseg in the Theatre of Blood: Entry Mode after having split the big ball with your entire team. This must be done with a group size of at least 2.
Theatre of Blood: Entry Mode;Theatre_of_Blood; Elite;Mechanical;No;No;Appropriate Tools;Defeat the Pestilent Bloat in the Theatre of Blood: Entry Mode with everyone having a salve amulet equipped.
Theatre of Blood: Entry Mode;Theatre_of_Blood; Elite;Mechanical;No;No;Anticoagulants;Defeat the Maiden of Sugadinti in the Theatre of Blood: Entry Mode without letting any bloodspawn live for longer than 10 seconds.
Theatre of Blood: Entry Mode;Theatre_of_Blood; Elite;Mechanical;No;No;Attack, Step, Wait;Survive Verzik Vitur's second phase in the Theatre of Blood: Entry Mode without anyone getting bounced by Verzik.
Theatre of Blood: Entry Mode;Theatre_of_Blood; Elite;Mechanical;No;No;Nylocas, On the Rocks;In the Theatre of Blood: Entry Mode, freeze any 4 Nylocas with a single Ice Barrage spell.
Theatre of Blood: Entry Mode;Theatre_of_Blood; Elite;Mechanical;No;No;No-Pillar;Survive Verzik Vitur's pillar phase in the Theatre of Blood: Entry Mode without losing a single pillar.
Theatre of Blood: Entry Mode;Theatre_of_Blood; Elite;Mechanical;No;No;They Won't Expect This;In the Theatre of Blood: Entry Mode, enter the Pestilent Bloat room from the opposite side.
Theatre of Blood: Entry Mode;Theatre_of_Blood; Master;Speed;No;No;Theatre of Blood: SM Speed-Chaser;Complete the Theatre of Blood: Entry Mode in less than 17 minutes.
Theatre of Blood: Hard Mode;Theatre_of_Blood; Master;Speed;No;No;Hard Mode? Completed It;Complete the Theatre of Blood: Hard Mode within the challenge time.
Theatre of Blood: Hard Mode;Theatre_of_Blood; Grandmaster;Mechanical;No;No;Nylo Sniper;Defeat Verzik Vitur's in the Theatre of Blood: Hard Mode without anyone in your team causing a Nylocas to explode by getting too close.
Theatre of Blood: Hard Mode;Theatre_of_Blood; Grandmaster;Mechanical;No;Yes;Personal Space;Defeat the Pestilent Bloat in the Theatre of Blood: Hard Mode with at least 3 people in the room, without anyone in your team standing on top of each other.
Theatre of Blood: Hard Mode;Theatre_of_Blood; Grandmaster;Speed;No;Yes;Theatre: HM (5-Scale) Speed-Runner;Complete the Theatre of Blood: Hard Mode (5-scale) with an overall time of less than 19 minutes.
Theatre of Blood: Hard Mode;Theatre_of_Blood; Grandmaster;Speed;No;Yes;Theatre: HM (Trio) Speed-Runner;Complete the Theatre of Blood: Hard Mode (Trio) with an overall time of less than 23 minutes.
Theatre of Blood: Hard Mode;Theatre_of_Blood; Grandmaster;Speed;No;Yes;Theatre: HM (4-Scale) Speed-Runner;Complete the Theatre of Blood: Hard Mode (4-scale) with an overall time of less than 21 minutes.
Theatre of Blood: Hard Mode;Theatre_of_Blood; Grandmaster;Restriction;No;No;Pack Like a Yak;Complete the Theatre of Blood: Hard Mode within the challenge time, with no deaths and without anyone buying anything from a supply chest.
Theatre of Blood: Hard Mode;Theatre_of_Blood; Grandmaster;Mechanical;No;No;Stop Right There!;Defeat the Maiden of Sugadinti in the Theatre of Blood: Hard Mode without letting blood spawns create more than 15 blood trails.
Theatre of Blood: Hard Mode;Theatre_of_Blood; Grandmaster;Mechanical;No;No;Royal Affairs;In the Theatre of Blood: Hard Mode, complete the Nylocas room without ever letting the Nylocas Prinkipas change styles.
Theatre of Blood: Hard Mode;Theatre_of_Blood; Grandmaster;Perfection;No;No;Harder Mode II;Defeat Xarpus in the Theatre of Blood: Hard Mode after letting the exhumeds heal him to full health and without anyone in the team taking any damage.
Theatre of Blood: Hard Mode;Theatre_of_Blood; Grandmaster;Restriction;No;No;Harder Mode III;Defeat Verzik Vitur in the Theatre of Blood: Hard Mode without anyone attacking her with a melee weapon during her third phase.
Theatre of Blood: Hard Mode;Theatre_of_Blood; Grandmaster;Mechanical;No;No;Team Work Makes the Dream Work;When Verzik Vitur in the Theatre of Blood: Hard Mode uses her yellow power blast attack while the tornadoes are active, have everyone get through the attack without taking damage. This cannot be completed with one player alive
Theatre of Blood: Hard Mode;Theatre_of_Blood; Grandmaster;Kill Count;No;No;Theatre of Blood: HM Grandmaster;Complete the Theatre of Blood: Hard Mode 50 times.
Theatre of Blood: Hard Mode;Theatre_of_Blood; Grandmaster;Perfection;No;No;Harder Mode I;Defeat Sotetseg in the Theatre of Blood: Hard Mode without anyone sharing the ball with anyone, without anyone dying, and without anyone taking damage from any of its other attacks or stepping on the wrong tile in the maze.
Thermonuclear Smoke Devil;Thermonuclear_smoke_devil; Elite;Perfection;Yes;No;Hazard Prevention;Kill the Thermonuclear Smoke Devil without it hitting anyone.
Thermonuclear Smoke Devil;Thermonuclear_smoke_devil; Elite;Restriction;Yes;No;Spec'd Out;Kill the Thermonuclear Smoke Devil using only special attacks.
Thermonuclear Smoke Devil;Thermonuclear_smoke_devil; Elite;Kill Count;Yes;No;Thermonuclear Veteran;Kill the Thermonuclear Smoke Devil 20 times.
Tombs of Amascut;Tombs_of_Amascut; Elite;Perfection;No;Yes;Hardcore Raiders;Complete the Tombs of Amascut in a group of two or more without anyone dying.
Tombs of Amascut;Tombs_of_Amascut; Elite;Mechanical;No;No;Down Do Specs;Defeat the Wardens after staggering the boss a maximum of twice during phase two, without dying yourself.
Tombs of Amascut;Tombs_of_Amascut; Elite;Restriction;No;No;Helpful spirit who?;Complete the Tombs of Amascut without using any supplies from the Helpful Spirit and without anyone dying. Honey locusts are included in this restriction.
Tombs of Amascut;Tombs_of_Amascut; Elite;Kill Count;No;No;Tomb Explorer;Complete the Tombs of Amascut once.
Tombs of Amascut;Tombs_of_Amascut; Elite;Perfection;No;No;Perfect Het;Complete the Het room without taking any damage from the light beam and orbs. You must destroy the core after one exposure.
Tombs of Amascut;Tombs_of_Amascut; Elite;Perfection;No;No;Hardcore Tombs;Complete the Tombs of Amascut solo without dying.
Tombs of Amascut;Tombs_of_Amascut; Elite;Mechanical;No;No;Dropped the ball;Defeat Akkha without dropping any materialising orbs and without dying yourself.
Tombs of Amascut;Tombs_of_Amascut; Elite;Mechanical;No;No;No skipping allowed;Defeat Ba-Ba after only attacking the non-weakened boulders in the rolling boulder phase, without dying yourself. The Boulderdash invocation must be activated.
Tombs of Amascut;Tombs_of_Amascut; Elite;Perfection;No;No;Perfect Crondis;Complete the Crondis room without letting a crocodile get to the tree, without anyone losing water from their container and in under one minute.
Tombs of Amascut;Tombs_of_Amascut; Elite;Perfection;No;Yes;Perfect Apmeken;Complete the Apmeken room in a group of two or more, without anyone allowing any dangers to trigger, standing in venom or being hit by a volatile baboon. You must complete this room in less than three minutes.
Tombs of Amascut;Tombs_of_Amascut; Elite;Mechanical;No;No;I'm in a rush;Defeat Ba-Ba after destroying four or fewer rolling boulders in total without dying yourself.
Tombs of Amascut;Tombs_of_Amascut; Master;Restriction;No;No;You are not prepared;Complete a full Tombs of Amascut raid only using supplies given inside the tomb and without anyone dying.
Tombs of Amascut;Tombs_of_Amascut; Master;Kill Count;No;No;Tomb Raider;Complete the Tombs of Amascut 50 times.
Tombs of Amascut;Tombs_of_Amascut; Master;Mechanical;No;No;Better get movin';Defeat Elidinis' Warden in phase three of the Wardens fight with 'Aerial Assault', 'Stay vigilant' and 'Insanity' invocations activated and without dying yourself.
Tombs of Amascut;Tombs_of_Amascut; Master;Kill Count;No;No;Tomb Looter;Complete the Tombs of Amascut 25 times.
Tombs of Amascut;Tombs_of_Amascut; Master;Mechanical;No;No;Chompington;Defeat Zebak using only melee attacks and without dying yourself.
Tombs of Amascut;Tombs_of_Amascut; Master;Speed;No;No;Tombs Speed Runner;Complete the Tombs of Amascut (normal) within 18 mins at any group size.
Tombs of Amascut;Tombs_of_Amascut; Master;Perfection;No;Yes;Perfect Wardens;Defeat The Wardens in a group of two or more, without anyone taking avoidable damage from the following: Warden attacks, obelisk attacks, lightning attacks in phase three, skull attack in phase three, Demi god attacks in phase three. You must have all Wardens invocations activated.
Tombs of Amascut;Tombs_of_Amascut; Master;Perfection;No;Yes;Perfect Akkha;Complete Akkha in a group of two or more, without anyone taking any damage from the following: Akkha's attacks off-prayer, Akkha's special attacks (orbs, memory, detonate), exploding shadow timers, orbs in the enrage phase or attacking Akkha with the wrong style. You must have all Akkha invocations activated.
Tombs of Amascut;Tombs_of_Amascut; Master;Perfection;No;Yes;Perfect Ba-Ba;Defeat Ba-Ba in a group of two or more, without anyone taking any damage from the following: Ba-Ba's Attacks off-prayer, Ba-Ba's slam, rolling boulders, rubble attack or falling rocks. No sarcophagi may be opened. You must have all Ba-Ba invocations activated.
Tombs of Amascut;Tombs_of_Amascut; Master;Perfection;No;Yes;Perfect Zebak;Defeat Zebak without anyone taking any damage from: poison, Zebak's basic attacks off-prayer, blood spawns and waves. You also must not push more than two jugs on the roar attack during the fight (you may destroy stationary ones). You must have all Zebak invocations activated.
Tombs of Amascut;Tombs_of_Amascut; Master;Perfection;No;No;Perfect Scabaras;Complete the Scabaras room in less than a minute without anyone taking any damage from puzzles.
Tombs of Amascut;Tombs_of_Amascut; Master;Perfection;No;Yes;Perfect Kephri;Defeat Kephri in a group of two or more, without anyone taking any damage from the following: egg explosions, Kephri's attacks, Exploding Scarabs, Bodyguards, dung attacks. No eggs may hatch throughout the fight.
Tombs of Amascut: Entry Mode;Tombs_of_Amascut; Hard;Restriction;No;No;Confident Raider;Complete a Tombs of Amascut raid at level 100 or above.
Tombs of Amascut: Entry Mode;Tombs_of_Amascut; Hard;Restriction;No;No;Movin' on up;Complete a Tombs of Amascut raid at level 50 or above.
Tombs of Amascut: Entry Mode;Tombs_of_Amascut; Hard;Kill Count;No;No;Novice Tomb Explorer;Complete the Tombs of Amascut in Entry mode (or above) once.
Tombs of Amascut: Entry Mode;Tombs_of_Amascut; Hard;Kill Count;No;No;Novice Tomb Looter;Complete the Tombs of Amascut in Entry mode (or above) 25 times.
Tombs of Amascut: Entry Mode;Tombs_of_Amascut; Elite;Kill Count;No;No;Novice Tomb Raider;Complete the Tombs of Amascut in Entry mode (or above) 50 times.
Tombs of Amascut: Expert Mode;Tombs_of_Amascut; Elite;Kill Count;No;No;Expert Tomb Explorer;Complete the Tombs of Amascut (Expert mode) once.
Tombs of Amascut: Expert Mode;Tombs_of_Amascut; Master;Restriction;No;Yes;Fancy feet;Complete phase three of The Wardens in a group of two or more, using only melee attacks and without dying yourself. The 'Insanity' invocation must be activated.
Tombs of Amascut: Expert Mode;Tombs_of_Amascut; Master;Kill Count;No;No;Expert Tomb Looter;Complete the Tombs of Amascut (Expert mode) 25 times.
Tombs of Amascut: Expert Mode;Tombs_of_Amascut; Master;Mechanical;No;No;Something of an expert myself;Complete the Tombs of Amascut raid at level 350 or above without anyone dying.
Tombs of Amascut: Expert Mode;Tombs_of_Amascut; Master;Mechanical;No;No;Rockin' around the croc;Defeat Zebak with all Zebak invocations activated and the path levelled up to at least four, without dying yourself.
Tombs of Amascut: Expert Mode;Tombs_of_Amascut; Master;Mechanical;No;No;All out of medics;Defeat Kephri without letting her heal above 25% after the first down. The 'Medic' invocation must be activated. You must do this without dying yourself.
Tombs of Amascut: Expert Mode;Tombs_of_Amascut; Master;Mechanical;No;No;Warden't you believe it;Defeat the Wardens with all Wardens invocations activated, at expert level and without dying yourself.
Tombs of Amascut: Expert Mode;Tombs_of_Amascut; Master;Restriction;No;No;Resourceful Raider;"Complete the Tombs of Amascut with the ""On a diet"" and ""Dehydration"" invocations activated and without anyone dying."
Tombs of Amascut: Expert Mode;Tombs_of_Amascut; Master;Mechanical;No;No;Ba-Bananza;Defeat Ba-Ba with all Ba-Ba invocations activated and the path levelled up to at least four, without dying yourself.
Tombs of Amascut: Expert Mode;Tombs_of_Amascut; Master;Restriction;No;No;But... Damage;Complete the Tombs of Amascut without anyone in your party wearing or holding any equipment at tier 75 or above.
Tombs of Amascut: Expert Mode;Tombs_of_Amascut; Master;Mechanical;No;No;Doesn't bug me;Defeat Kephri with all Kephri invocations activated and the path levelled up to at least four, without dying yourself.
Tombs of Amascut: Expert Mode;Tombs_of_Amascut; Grandmaster;Mechanical;No;No;All Praise Zebak;Defeat Zebak without losing a single prayer point. You must also meet the conditions of the 'Rockin' Around The Croc' achievement.
Tombs of Amascut: Expert Mode;Tombs_of_Amascut; Grandmaster;Perfection;No;No;Perfection of Apmeken;Complete 'Perfect Apmeken' and 'Perfect Ba-Ba' in a single run of the Tombs of Amascut.
Tombs of Amascut: Expert Mode;Tombs_of_Amascut; Grandmaster;Perfection;No;No;Perfection of Crondis;Complete 'Perfect Crondis' and 'Perfect Zebak' in a single run of the Tombs of Amascut.
Tombs of Amascut: Expert Mode;Tombs_of_Amascut; Grandmaster;Perfection;No;No;Perfection of Het;Complete 'Perfect Het' and 'Perfect Akkha' in a single run of the Tombs of Amascut.
Tombs of Amascut: Expert Mode;Tombs_of_Amascut; Grandmaster;Mechanical;No;No;Amascut's Remnant;Complete the Tombs of Amascut at raid level 500 or above without anyone dying.
Tombs of Amascut: Expert Mode;Tombs_of_Amascut; Grandmaster;Mechanical;No;No;Maybe I'm the boss.;Complete a Tombs of Amascut raid with every single boss invocation activated and without anyone dying.
Tombs of Amascut: Expert Mode;Tombs_of_Amascut; Grandmaster;Speed;No;Yes;Tombs Speed Runner III;Complete the Tombs of Amascut (expert) within 18 mins in a group of 8.
Tombs of Amascut: Expert Mode;Tombs_of_Amascut; Grandmaster;Mechanical;No;No;Akkhan't Do it;Defeat Akkha with all Akkha invocations activated and the path levelled up to at least four, without dying yourself.
Tombs of Amascut: Expert Mode;Tombs_of_Amascut; Grandmaster;Kill Count;No;No;Expert Tomb Raider;Complete the Tombs of Amascut (Expert mode) 50 times.
Tombs of Amascut: Expert Mode;Tombs_of_Amascut; Grandmaster;Speed;No;No;Tombs Speed Runner II;Complete the Tombs of Amascut (expert) within 20 mins at any group size.
Tombs of Amascut: Expert Mode;Tombs_of_Amascut; Grandmaster;Perfection;No;No;Perfection of Scabaras;Complete 'Perfect Scabaras' and 'Perfect Kephri' in a single run of Tombs of Amascut.
Tombs of Amascut: Expert Mode;Tombs_of_Amascut; Grandmaster;Perfection;No;No;Insanity;Complete 'Perfect Wardens' at expert or above.
Tormented Demon;Tormented_Demon; Elite;Restriction;No;No;Two Times the Torment;Kill two Tormented Demons within 2 seconds.
Tormented Demon;Tormented_Demon; Elite;Mechanical;No;No;Rapid Reload;Hit three Tormented Demons within 3 seconds using a ballista or a crossbow.
Tormented Demon;Tormented_Demon; Elite;Kill Count;No;No;Unending Torment;Kill a Tormented Demon.
Tormented Demon;Tormented_Demon; Elite;Restriction;No;No;Through Fire and Flames;Kill a Tormented Demon whilst their shield is inactive.
Tormented Demon;Tormented_Demon; Master;Restriction;No;No;Three Times the Thrashing;Kill three Tormented Demons within 3 seconds.
TzHaar-Ket-Rak's Challenges;TzHaar-Ket-Raks_Challenges; Elite;Restriction;No;No;Facing Jad Head-on III;Complete TzHaar-Ket-Rak's second challenge with only melee.
TzHaar-Ket-Rak's Challenges;TzHaar-Ket-Raks_Challenges; Elite;Speed;No;No;TzHaar-Ket-Rak's Speed-Trialist;Complete TzHaar-Ket-Rak's first challenge in less than 45 seconds.
TzHaar-Ket-Rak's Challenges;TzHaar-Ket-Raks_Challenges; Elite;Kill Count;No;No;The II Jad Challenge;Complete TzHaar-Ket-Rak's second challenge.
TzHaar-Ket-Rak's Challenges;TzHaar-Ket-Raks_Challenges; Master;Perfection;No;No;Supplies? Who Needs 'em?;Complete TzHaar-Ket-Rak's third challenge without having anything in your inventory.
TzHaar-Ket-Rak's Challenges;TzHaar-Ket-Raks_Challenges; Master;Restriction;No;No;Facing Jad Head-on IV;Complete TzHaar-Ket-Rak's fourth challenge with only melee.
TzHaar-Ket-Rak's Challenges;TzHaar-Ket-Raks_Challenges; Master;Mechanical;No;No;Multi-Style Specialist;Complete TzHaar-Ket-Rak's third challenge while using a different attack style for each JalTok-Jad.
TzHaar-Ket-Rak's Challenges;TzHaar-Ket-Raks_Challenges; Master;Kill Count;No;No;The IV Jad Challenge;Complete TzHaar-Ket-Rak's fourth challenge.
TzHaar-Ket-Rak's Challenges;TzHaar-Ket-Raks_Challenges; Master;Speed;No;No;TzHaar-Ket-Rak's Speed-Chaser;Complete TzHaar-Ket-Rak's third challenge in less than 3 minutes.
TzHaar-Ket-Rak's Challenges;TzHaar-Ket-Raks_Challenges; Grandmaster;Perfection;No;No;It Wasn't a Fluke;Complete TzHaar-Ket-Rak's fifth and sixth challenges back to back without failing.
TzHaar-Ket-Rak's Challenges;TzHaar-Ket-Raks_Challenges; Grandmaster;Speed;No;No;TzHaar-Ket-Rak's Speed-Runner;Complete TzHaar-Ket-Rak's fifth challenge in less than 5 minutes.
TzHaar-Ket-Rak's Challenges;TzHaar-Ket-Raks_Challenges; Grandmaster;Kill Count;No;No;The VI Jad Challenge;Complete TzHaar-Ket-Rak's sixth challenge.
TzKal-Zuk;TzKal-Zuk; Elite;Kill Count;No;No;Half-Way There;Kill a Jal-Zek within the Inferno.
TzKal-Zuk;TzKal-Zuk; Master;Perfection;No;No;Nibblers, Begone!;Kill Tzkal-Zuk without letting a pillar fall before wave 67.
TzKal-Zuk;TzKal-Zuk; Grandmaster;Perfection;No;No;No Luck Required;Kill Tzkal-Zuk without being attacked by TzKal-Zuk and without taking damage from a JalTok-Jad.
TzKal-Zuk;TzKal-Zuk; Grandmaster;Restriction;No;No;Jad? What Are You Doing Here?;Kill Tzkal-Zuk without killing the JalTok-Jad which spawns during wave 69.
TzKal-Zuk;TzKal-Zuk; Grandmaster;Restriction;No;No;Nibbler Chaser;Kill Tzkal-Zuk without using any magic spells during any wave in the Inferno.
TzKal-Zuk;TzKal-Zuk; Grandmaster;Mechanical;No;No;Playing with Jads;Complete wave 68 of the Inferno within 30 seconds of the first JalTok-Jad dying.
TzKal-Zuk;TzKal-Zuk; Grandmaster;Restriction;No;No;Wasn't Even Close;Kill Tzkal-Zuk without letting your hitpoints fall below 50 during any wave in the Inferno.
TzKal-Zuk;TzKal-Zuk; Grandmaster;Mechanical;No;No;The Floor Is Lava;Kill Tzkal-Zuk without letting Jal-ImKot dig during any wave in the Inferno.
TzKal-Zuk;TzKal-Zuk; Grandmaster;Kill Count;No;No;Inferno Grandmaster;Complete the Inferno 5 times.
TzKal-Zuk;TzKal-Zuk; Grandmaster;Speed;No;No;Inferno Speed-Runner;Complete the Inferno in less than 65 minutes.
TzKal-Zuk;TzKal-Zuk; Grandmaster;Restriction;No;No;Facing Jad Head-on II;Kill Tzkal-Zuk without equipping any range or mage weapons before wave 69.
TzKal-Zuk;TzKal-Zuk; Grandmaster;Restriction;No;No;Budget Setup;Kill Tzkal-Zuk without equipping a Twisted Bow within the Inferno.
TzTok-Jad;TzTok-Jad; Elite;Restriction;No;No;Facing Jad Head-on;Complete the Fight Caves with only melee.
TzTok-Jad;TzTok-Jad; Elite;Mechanical;No;No;A Near Miss!;Complete the Fight Caves after surviving a hit from TzTok-Jad without praying.
TzTok-Jad;TzTok-Jad; Elite;Kill Count;No;No;Fight Caves Veteran;Complete the Fight Caves once.
TzTok-Jad;TzTok-Jad; Master;Kill Count;No;No;Fight Caves Master;Complete the Fight Caves 5 times.
TzTok-Jad;TzTok-Jad; Master;Speed;No;No;Fight Caves Speed-Chaser;Complete the Fight Caves in less than 30 minutes.
TzTok-Jad;TzTok-Jad; Master;Mechanical;No;No;Denying the Healers;Complete the Fight caves without letting any of the Yt-MejKot heal.
TzTok-Jad;TzTok-Jad; Master;Mechanical;No;No;You Didn't Say Anything About a Bat;Complete the Fight Caves without being attacked by a Tz-Kih.
TzTok-Jad;TzTok-Jad; Grandmaster;Speed;No;No;Fight Caves Speed-Runner;Complete the Fight Caves in less than 26 minutes and 30 seconds.
TzTok-Jad;TzTok-Jad; Grandmaster;Mechanical;No;No;Denying the Healers II;Complete the Fight Caves without TzTok-Jad being healed by a Yt-HurKot.
TzTok-Jad;TzTok-Jad; Grandmaster;Restriction;No;No;No Time for a Drink;Complete the Fight Caves without losing any prayer points.
